OST_BasePointAxisY enumeration member,1,,,
SurfaceAir enumeration member,1,,,
CurveArrArrayIterator Properties,1,,,Retrieves the item that is the current focus of the iterator.
AddWireMaterialType Method,1,,,Add a new type of wire material.
MultiReferenceAnnotation Properties,1,,,The id of the assembly instance to which the element belongs.
ExecuteRules Method (Document; IList(Int32)),1,,,Executes selected rules on a given document.
GetEnumerator Method,1,,,Retrieve a forward moving iterator to the array.
RBS_PIPE_JOINTTYPE_PARAM enumeration member,1,,,
IModelExportContext Members,1,,,This method is called at the very end of the export process; after all entities were processed (or after the process was cancelled).
GetSpareCurrentValue Method,1,,,Gets the value of the apparent current parameter for a spare
FileFormat Property,1,,,The file format of the IFC file.
IsEmpty Property,1,,,Test to see if the set is empty.
Equals Method,1,,,Determines whether the specified Object equals to this Object.
OST_DetailArray enumeration member,1,,,
DUT_RADIANS enumeration member,1,,,
AddGroundConductorSize Method,1,,,Add new electrical ground conductor size type into this material type.
RBS_ELEC_BALANCED_LOAD enumeration member,1,,,
RenderingSettings Methods,1,,,Determines whether the specified Object is equal to the current Object.
DUT_CUBIC_FEET_PER_MINUTE_TON_OF_REFRIGERATION enumeration member,1,,,
SpotLightDistribution Constructor,1,,,Creates a spot light distribution object with the following values; PI/6 radians spot beam anglePI/2 radians spot field anglePI/6 radians tilt angle
CreatePipeConnector Method (Document; PipeSystemType; Reference),1,,,Create a new pipe ConnectorElement.
SimpleWorksetConfiguration Enumeration,1,,,Indicates the set of user-created worksets to open in memory
TemporaryViewMode Enumeration,1,,,Enumeration to represent the various temporary view modes a view can be in.
NotDefined enumeration member,1,,,
GetSegment Method,1,,,Return a reference to one of the segments in the definition.
SetDeformedShapeSettings Method,1,,,Set deformed shape settings object for the style.
ArgumentNullException Members,1,,,Determines whether the specified Object is equal to the current Object.
ALTERNATE_UNITS enumeration member,1,,,
LowerCaseLetters enumeration member,1,,,
CONTINUOUSRAIL_JOIN_TYPE_PARAM enumeration member,1,,,
CannotCreateRevealIntegralWarn Property,1,,,Could not create integral reveal for wall instance. [Description]
REBAR_BAR_STIRRUP_BEND_DIAMETER enumeration member,1,,,
DUT_MILLIMETERS enumeration member,1,,,
WireConduitTypeSetIterator Constructor,1,,,For Internal Use Only.
GetDocument Method,1,,,Provides access to a document for which failures are being processed or preprocessed.
RoomsOverlapInHeight Property,1,,,[Room] volumes overlap. Adjust the Upper Limit and Limit Offset properties of the [rooms].
Linear enumeration member,1,,,
NullParameterValue Properties,1,,,Specifies whether the .NET object represents a valid Revit entity.
SetBoundary Method,1,,,Set the given curve loops as the boundary of an existing SiteSubRegion.
PROJECT_AUTHOR enumeration member,1,,,
GetCurrentConstraintOnHandle Method,1,,,Retrieves the RebarConstraint that acts on the specified RebarConstraintHandle.
IsValidObject Property,1,,,Specifies whether the .NET object represents a valid Revit entity.
City Methods,1,,,Causes the object to release immediately any resources it may be utilizing.
STRUCTURAL_BOTTOM_RELEASE_TYPE enumeration member,1,,,
STAIRS_TRISER_TREAD_NUMBER enumeration member,1,,,
GetSizeCount Method,1,,,Gets the size count of the conduit size table. The conduit standard name the location of the size in the size table.
Construction Members,1,,,Determines whether the specified Object is equal to the current Object.
GetRequiredFabricationPartTypeIds Method,1,,,Returns set of required fabrication part types in use in routing solution mode.
SetShape Method (DirectShapeType),1,,,Set a view-specific shape of the DirectShapeType object to geometry accumulated in this ViewShapeBuilder object. The view type currently set in ViewShapeBuilder is used. Since the accumulated geometry was validated by ViewShapeBuilder already; this skips the second validation in DirectShapeType. This function resets this ViewShapeBuilder object: the geometry is transferred to DirectShapeType; view normal and view type are invalidated.
AssemblyDifferenceNone Class,1,,,The two assemblies being compared are identical
ANALYTICAL_MODEL_START_ALIGNMENT_METHOD enumeration member,1,,,
Assembled enumeration member,1,,,
Definition Property,1,,,The definition.
kAirportConcourse enumeration member,1,,,
AddCommandLink Method (TaskDialogCommandLinkId; String),1,,,Adds a CommandLink associated to the given id; displaying the indicating main content.
StickSymbolLocation Enumeration,1,,,Indicates the stick symbol location on the UI; which is used for the BuiltInParameter STRUCTURAL_STICK_SYMBOL_LOCATION.
FlowConfiguration Property,1,,,The flow configuration mode of the pipe.
MechanicalFitting Members,1,,,Causes the object to release immediately any resources it may be utilizing.
ParameterMapIterator Constructor,1,,,For Internal Use Only.
NoSolutionInView Property,1,,,There is no solution for this view. All the elements have been filtered for this view; select another view; and select solutions.
GetResources Method,1,,,Gets the external resources under the folder path of the browser data.
ReInsert Method (Definition; Binding; BuiltInParameterGroup),1,,,Removes an existing parameter and creates a new binding for a given parameter in a specified group.
SetShape Method,1,,,sets the Shape of this object to the supplied collection of Geometry objects. The objects are copied.
AddPoints Method,1,,,Adds points to a topography surface.
UT_Electrical_Frequency enumeration member,1,,,
Attached enumeration member,1,,,
Parameter Property,1,,,Retrieves a parameter from the element given an identifier.
CutNotAppropriateForElements enumeration member,1,,,
MoveNext Method,1,,,Move the iterator one item forward.
IsAutoDetectEnabled Method,1,,,Indicates whether Auto-detect is enabled on the given Sketch component.
TopClipPlane enumeration member,1,,,
IsBeginningFace Method,1,,,Given a face; tell if it is a beginning cap face.
CreateCurveGeometryInfo Method (ExporterIFC; Transform; XYZ; Boolean),1,,,Creates a new container object which holds IfcCurve handles processed from a Revit geometry object.
MainEngagementParameterWarning Property,1,,,This is used to post warning. Bar Engagement 1 has an incorrect value.
Equality Operator,1,,,Determines whether two SchedulableField are the same.
BaseImportOptions Members,1,,,Releases all resources used by the BaseImportOptions
DXFExportOptions Constructor (DXFExportOptions),1,,,Constructs a new instance of DXFImportOptions as a copy of the export options.
Clear Method,1,,,Removes every edge array from the array; rendering it empty.
FABRIC_PARAM_CUT_OVERALL_WIDTH enumeration member,1,,,
HasInsulation Property,1,,,True if the fabrication part is insulated.
GetNumbers Method,1,,,Returns all numbers currently used in the given numbering sequence
RebarConstraint Methods,1,,,Determines whether the specified Object is equal to the current Object.
Right Property,1,,,The x-coordinate of the bottom-right corner of the rectangle.
BoundarySegmentArrayArray Members,1,,,Initializes a new instance of the BoundarySegmentArrayArray class
SetBackgroundSettings Method,1,,,Changes the rendering background settings details for the current background style.
AssetSet Properties,1,,,Test to see if the set is empty.
CADObjectUniqueId Property,1,,,The unique id of the originating CAD object (model element) associated with this surface.
TranslationRotationValue Enumeration,1,,,Values for BoundaryConditions Translation and Rotation parameters.
DIM_NOT_MODIFIABLE enumeration member,1,,,
ValueAtPoint Members,1,,,Creates object from an array of values
CorrectionFactorSetIterator Constructor,1,,,For Internal Use Only.
HVACHeatingLoad enumeration member,1,,,
Dispose Method,1,,,Releases all resources used by the DuctPressureDropData
DetailLine Properties,1,,,The id of the assembly instance to which the element belongs.
IsClosedLoop Property,1,,,Whether or not the path forms a closed loop.
Parameter Property,1,,,Retrieves a parameter from the element given an identifier.
POINT_ELEMENT_CHORD_LENGTH enumeration member,1,,,
DWGExportOptions Class,1,,,The export options used by exporting DWG format file.
LooseFaceSplitsForCurtainWall Property,1,,,Switching element type to Curtain Family. All Split Face Regions in the element will be deleted.
SymbolicCurveArrayIterator Constructor,1,,,For Internal Use Only.
FamilyThermalProperties Class,1,,,A class that contains thermal properties for specific types of families (doors; windows; and curtain wall panels).
FormatOptions Property,1,,,The FormatOptions to optionally override the default settings in the Units class.
IsEmpty Property,1,,,Whether or not the list of top-level categories is empty.
Name Property,1,,,The name of the item.
APIObject Class,1,,,Supports all objects in the Autodesk Revit API hierarchy.
FreeEnd Property,1,,,The free end of the reference plane.
PickBoxStyle Enumeration,1,,,The enum that controls the style of the pick box.
SetDefaultResolutionType Method,1,,,Sets the default resolution type for the failure.
DeletePreventedByGroup Property,1,,,Grouped elements can only be deleted when the group is being edited. To delete a member select the group and then click the Edit Group button on the toolbar; then delete the member.
PipeScheduleType Methods,1,,,Returns true if the properties CreatedPhaseId and DemolishedPhaseId can be modified for this Element.
NoLoadInformation enumeration member,1,,,
GetServiceId Method,1,,,Implement this method to return the id of the service.
PathReinforcementType Properties,1,,,The id of the assembly instance to which the element belongs.
HasSweptProfile Method,1,,,Indicates if this Element's Analytical Model can be represented as a swept profile.
RevolvedFace Class,1,,,A revolved face of a 3d solid.
RBS_CABLETRAY_RUNGHEIGHT enumeration member,1,,,
HookOrient0 Property,1,,,The orientation of the hook at the start.
ExportPatternKey Constructor,1,,,Constructs a new default ExportPatternKey.
ET_RunEnd enumeration member,1,,,
IsAdaptivePoint Method,1,,,Verifies if the Reference Point is an Adaptive Point.
SpaceTagFilter Members,1,,,Constructs a filter which matches only spaces.
ApparentLoad Property,1,,,Returns the ApparentLoad value of the Electrical System.
MultiReferenceAnnotation Methods,1,,,Returns true if the properties CreatedPhaseId and DemolishedPhaseId can be modified for this Element.
RebarCoverTypeSet Methods,1,,,Removes every RebarCover type from the set; rendering it empty.
IsValidObject Property,1,,,Specifies whether the .NET object represents a valid Revit entity.
PointCloudColorSettings Constructor,1,,,Constructs color settings object with default colors.
Print Method,1,,,Print this view.
ModelCurveArrArray Properties,1,,,Test to see if the array is empty.
IsValidObject Property,1,,,Specifies whether the .NET object represents a valid Revit entity.
TopRail Methods,1,,,Returns true if the properties CreatedPhaseId and DemolishedPhaseId can be modified for this Element.
PointCloudOverrides Class,1,,,Graphic overrides that are stored by a view to be applied to a PointCloudInstance element; or a scan within the element.
RebarContainerType Members,1,,,Returns true if the properties CreatedPhaseId and DemolishedPhaseId can be modified for this Element.
GetFailureMessages Method,1,,,Provides access to the individual failure messages currently posted in the document.
FixedSkylight enumeration member,1,,,
RBS_CURVETYPE_DEFAULT_CROSS_PARAM enumeration member,1,,,
IsDone Method,1,,,Identifies if the iteration has completed.
WRAPPING_AT_ENDS_PARAM enumeration member,1,,,
IsEmpty Property,1,,,Test to see if the set is empty.
RenderNodeAction Enumeration,1,,,Enumerated actions for processing a render node during custom export.
Reset Method,1,,,Bring the iterator back to the start of the set.
RBS_REYNOLDSNUMBER_PARAM enumeration member,1,,,
FootPrintRoof Class,1,,,Represents kinds of FootPrintRoofs.
WidthOrDiameter Property,1,,,The diameter of the duct with round profile; or the width of the duct with other profiles. Units: (ft).
Resolution Property,1,,,Resolution to use (in dpi) for the image to be imported.
ExternalEvent Members,1,,,Creates an instance of external event.
RelinquishOwnership Method,1,,,Relinquishes ownership by the current user of as many specified elements and worksets as possible; and grants element ownership requested by other users on a first-come; first-served basis.
ViewportRotation Enumeration,1,,,Rotation of the viewport
GetService Method,1,,,Get the service based on the service identifier from the fabrication configuration in the current document.
ConfusingPadByElementsInAnotherDesignOptionWarn Property,1,,,A pad in a Design Option cannot be hosted by a topography in another Design Option [--if you continue it will not be added to the design option set].
STRUCTURAL_CONNECTION_CODE_CHECKING_STATUS enumeration member,1,,,
RebarShapeConstraintAngleFromFixedDir Class,1,,,A constraint which can be applied to a RebarShapeSegment and drives the angle of the segment relative to a fixed direction in UV-space.
IsSavingAsMasterFile Property,1,,,Indicates whether the document is to be saved as master file.
GetCurrentElements Method,1,,,Returns the list of Ids of the current elements.
IsValidObject Property,1,,,Specifies whether the .NET object represents a valid Revit entity.
LOAD_MOMENT_MZ2 enumeration member,1,,,
CreateDefault Method,1,,,Creates a BuildingPadType element and adds it to the document.
DUT_HOUR_SQUARE_FOOT_FAHRENHEIT_PER_BRITISH_THERMAL_UNIT enumeration member,1,,,
BeamDirectionNotSpecified Property,1,,,Beam direction not specified.
Dispose Method,1,,,Releases all resources used by the RepeatingReferenceSource
PassesFilter Method,1,,,Applies the filter to a given element.
VIS_GRAPHICS_POINT_CLOUDS enumeration member,1,,,
Subset enumeration member,1,,,
GetEnumerator Method,1,,,Returns an enumerator that iterates through a collection.
FaceWallBadType Property,1,,,Wall type '[Type Name]' is incompatible with picked face. Only basic wall types are accepted.
ShowLegend Property,1,,,If true; legend is shown in the view.
AutoJoinFailedException Properties,1,,,Gets a collection of key/value pairs that provide additional user-defined information about the exception.
SGO_SketchRun enumeration member,1,,,
GroupHadFailedElementsWhileUpdating Property,1,,,Group members failed while updating group.
RuledSurface Methods,1,,,Creates a Surface object coincident with the ruled surface joining two bounded generating curves.
STAIRS_WINDERPATTERN_NUMBER_OF_STRAIGHT_STEPS_AT_END enumeration member,1,,,
LoadCase Property,1,,,The load case for the load.
GraphicsStyleId Property,1,,,Defines the graphics style id for the Solid.
StructuralSectionRoundBar Methods,1,,,Determines whether the specified Object is equal to the current Object.
Prompt enumeration member,1,,,
DocumentClosedEventArgs Methods,1,,,Determines whether the specified Object is equal to the current Object.
MajorNumberOfWires Property,1,,,The number of wires used in the major direction (includes the first and last wires).
NumberArabic enumeration member,1,,,
DockableFrameFocusChangedEventArgs Properties,1,,,Indicates whether an event may be cancelled by an event delegate.
RoutingSolutionChanged enumeration member,1,,,
RBS_PIPE_STATIC_PRESSURE enumeration member,1,,,
OST_SpotElevSymbols enumeration member,1,,,
BottomFlangeLength Property,1,,,Bottom Flange segment length.
NamingUtils Members,1,,,Compares two object name strings using Revit's comparison rules.
RailingType Properties,1,,,The id of the assembly instance to which the element belongs.
Surfaces enumeration member,1,,,
GetEnumerator Method,1,,,Returns an enumerator that iterates through a collection.
NewProjectDocument Method,1,,,New project document
GetEvaluator Method,1,,,Gets the evaluator that implements the test for this rule.
RemoveModule Method,1,,,Removes a MacroModule from the application or document.
UpDirection Property,1,,,The up direction vector
ResultsVisibleInView Property,1,,,Enables analysis results visibility in the view.
DWFXExportOptions Class,1,,,DWFX Export options.
FilterNumericRuleEvaluator Class,1,,,Base for all classes that compare numeric values from Revit to a user-supplied filter value.
MoveNext Method,1,,,Move the iterator one item forward.
GetCoordination Method,1,,,Gets the coordination of the connector
IsEmpty Property,1,,,Test to see if the array is empty.
IsOrthogonal Method,1,,,Determines if this frame's basis vectors are orthogonal.
LinkedConnector Property,1,,,The linked connector or nullNothingnullptra null reference (Nothing in Visual Basic) if there is no linked connector
Parameter Property,1,,,Retrieves a parameter from the element given an identifier.
UnableToMaintainExclusions Property,1,,,Unable to maintain exclusion of some group members. Some excluded members have been restored.
ConceptualSurfaceType Methods,1,,,Returns true if the properties CreatedPhaseId and DemolishedPhaseId can be modified for this Element.
UST_K_N_M_PER_DEGREE enumeration member,1,,,
PG_ENERGY_ANALYSIS_ADVANCED enumeration member,1,,,
Elevation Property,1,,,Retrieves or changes the elevation above or below the ground level.
SetMarkersAndTextSettings Method,1,,,Set markers and text settings object for the style.
Boundary enumeration member,1,,,
BottomProfileSymbol Property,1,,,The bottom family symbol profile of the swept blend.
GetRegisteredServerIds Method,1,,,Returns Ids of all servers registered for the service.
HasResolutionOfType Method,1,,,Checks if failure has a resolution of a given type.
FamilyLoadingIntoDocumentEventArgs Members,1,,,When the event is cancellable; may call the Cancel() method to cancel it.
GBXMLExportOptions Class,1,,,Green-Building XML Export options. Not used currently. Reserved for future use.
AreaCreationData Constructor,1,,,Initializes a new instance of the AreaCreationData class
DUT_LITERS_PER_MINUTE enumeration member,1,,,
RestoreOrientationAndLock Method,1,,,Locks the view and restores its orientation.
FAMILY_CATEGORY_PSEUDO_PARAM enumeration member,1,,,
LoadTable enumeration member,1,,,
DividePerimeter Property,1,,,If this is true; zones with exterior boundaries on each floor of the building will be divided based on geometric criteria.
AlignedToSelectedLevels enumeration member,1,,,
SetFormatOptions Method,1,,,Sets the FormatOptions to optionally override the default settings in the Units class.
InvalidRoofTypeConstruction enumeration member,1,,,
NoLevelsLeft Property,1,,,There are no levels or plan views remaining in the project.
CategorySetIterator Class,1,,,An iterator to a category set.
IsProjectionFillPatternVisible Property,1,,,The visibility of the projection surface fill pattern.
NumericRevisionSettings Methods,1,,,Determines whether the specified Object is equal to the current Object.
kOtherTelevisedPlayingAreaSportsArena enumeration member,1,,,
TopographyEditScope Properties,1,,,Tells if the EditScope is active. In other words; the EditScope has started but not committed/canceled yet.
ExportPatternTableIterator Properties,1,,,Gets the item at the current position of the iterator.
OST_RoofsMembrane enumeration member,1,,,
CONTOUR_LABELS_ELEV_BASE_TYPE enumeration member,1,,,
AddLoop Method,1,,,Adds a curve loop to the extrusion data.
IsElementFromAppropriateContext Method,1,,,Validates that the element is from an appropriate document.
Size Property,1,,,Returns the number of objects that are in the array.
GetViewRange Method,1,,,Gets the view range.
OST_GbXML_Opening enumeration member,1,,,
DocumentPreviewSettings Properties,1,,,Specifies whether the .NET object represents a valid Revit entity.
IsDeterminedByFormula Property,1,,,Indicates if the parameter is determined by formula.
NewFloor Method (CurveArray; Boolean),1,,,Creates a floor within the project with the given horizontal profile using the default floor style.
RemoveValue Method,1,,,Removes a value to the value set for this demand factor definition
FamilyTemplatePath Property,1,,,Default path for family template files.
CantileverHeight Property,1,,,Flange cantilever thickness.
OnEachFacet enumeration member,1,,,
IsTagCategory Property,1,,,Identifies if the category is associated with a type of tag for a different category.
IsValidObject Property,1,,,Specifies whether the .NET object represents a valid Revit entity.
GetObjectData Method,1,,,Retrieves data needed to serialize the target object.
DUT_MICROINCHES_PER_INCH_FAHRENHEIT enumeration member,1,,,
OnInstanceBegin Method,1,,,This method marks the beginning of a family instance to be exported
AnalyticalModelSelector Class,1,,,Defines a portion of an Analytical Model for an Element.
Format Property,1,,,Identifies the import format; e.g. DWG or image.
Parameter Property,1,,,Retrieves a parameter from the element given an identifier.
DUT_PASCALS enumeration member,1,,,
RBS_INSULATION_THICKNESS_FOR_PIPE enumeration member,1,,,
FilterToSelect Property,1,,,The filter element to be selected once Show is invoked.
LoadCombinations enumeration member,1,,,
NoPlane Property,1,,,Highlighted geometry no longer determines a plane
OST_StairsRiserLines enumeration member,1,,,
DPART_HEIGHT_COMPUTED enumeration member,1,,,
SetbackTooLarge Property,1,,,Setback computations are too large for this element.
Angle Property,1,,,Retrieve/set the angle of the hosted sweep object relative its references (Unit : Radian).
IsInside Method,1,,,Indicates whether the specified point is within this face.
NotTransmittedModelException Members,1,,,Determines whether the specified Object is equal to the current Object.
Dispose Method,1,,,Releases all resources used by the Units
STRUCTURAL_TOP_RELEASE_MZ enumeration member,1,,,
SPATIAL_FIELD_MGR_CURRENT_NAME enumeration member,1,,,
WorksharingUtils Members,1,,,Obtains ownership for the current user of as many specified elements as possible.
Chamfer enumeration member,1,,,
OST_WallsDefault enumeration member,1,,,
ConstructionMethod Property,1,,,The construction method of the stairs.
PipeFittingAndAccessoryPressureDropData Class,1,,,The input and output data used by external servers for calculation of the pipe fitting and pipe accessory pressure drop.
PointCloudOverrides Constructor,1,,,Constructs empty overrides object.
TrimOrExtendMultipleElements enumeration member,1,,,
ExportLineweightTableIterator Members,1,,,Releases all resources used by the ExportLineweightTableIterator
STAIRS_ACTUAL_TREAD_DEPTH enumeration member,1,,,
Parameter Property,1,,,Retrieves a parameter from the element given an identifier.
Application Members,1,,,Causes the object to release immediately any resources it may be utilizing.
Public enumeration member,1,,,
AllowJoinAtEnd Method,1,,,Sets the indicated end of the framing element to be allowed to join to others.
CoreBoundary enumeration member,1,,,
ShapeMismatch enumeration member,1,,,
SpotLightDistribution Class,1,,,This class encapsulates a spot light distribution.
ObjectAccessException Class,1,,,The exception that is thrown when an operation is denied; e.g. an attempt was made to set a read-only property.
RBS_PANEL_SCHEDULE_SHEET_APPEARANCE_INST_PARAM enumeration member,1,,,
CreateCurve Method (IList(XYZ); IList(Double)),1,,,Creates a new geometric Curve object from NURBS curve data containing just control points and weights. The created curve may be a NURBSpline or a simpler curve such as line or arc.
DWFImageFormat Enumeration,1,,,An enumerated type listing possible image format for DWF Export.
Above Property,1,,,The text shown above the segment's value.
IFCRange Properties,1,,,The ending value of the range.
IPhotoRenderContext Members,1,,,This method is called at the very end of the export process; after all entities were processed (or after the process was cancelled).
PaperPlacementType Enumeration,1,,,An enumerated type listing all Paper Placement types of Print Setting.
UnexpectedResult enumeration member,1,,,
Angle Property,1,,,the angle of the fitting; Units:(rad).
AudienceOrSeatingAreaGymnasium enumeration member,1,,,
RenderInCloud enumeration member,1,,,
ARCH_E1 enumeration member,1,,,
SetProjection Method (AnalyticalElementSelector; StickElementProjectionY; ElementId),1,,,Sets the analytical model projection to a preset value.
SetValue Method (Double),1,,,Set the filter value to a double.
ElementWorksetFilter Members,1,,,Constructs a new instance of a filter to match elements in a given workset.
CannotPutZoneInOption Property,1,,,HVAC Zones must be in the Main Model.
InvalidFloorSlabTypeConstruction enumeration member,1,,,
AnalysisDisplayLegendSettings Constructor,1,,,Constructs a default instance of legend settings.
OST_PathRein enumeration member,1,,,
Parameter Property,1,,,Retrieves a parameter from the element given an identifier.
GetRevitLinkOperations Method,1,,,Gets the specific methods supported by the external resource of Revit Links.
BadDimensions enumeration member,1,,,
Parameter Property,1,,,Retrieves a parameter from the element given an identifier.
DeformationType Property,1,,,Defines bar deformation type.
OFFSETFACES_SHOW_SHAPE_HANDLES enumeration member,1,,,
GetRevisionNumberOnSheet Method,1,,,Gets the Revision Number for a particular Revision as it will appear on this sheet.
PROFILE_OFFSET_Y enumeration member,1,,,
Insert Method,1,,,Insert the specified geometry object into the array.
UnableToBindLinkInstances Property,1,,,Unable to bind some link instances. Either linked file contains no 3d elements or there was an error loading its elements into the current project.
SetAttribute Method (String; String),1,,,Sets the attribute value.
FABRICATION_PART_INSULATION_AREA enumeration member,1,,,
OverwriteExistingFile Property,1,,,Identifies if the operation should be able to overwrite an existing file.
FormUtils Members,1,,,Validates that input contains one or more form elements or geom combinations containing form elements.
DOOR_COST enumeration member,1,,,
CannotJoinRoofError Property,1,,,The roof cannot be joined.
GetBasicIEnumerator Method,1,,,Returns an enumerator that iterates through a collection.
GetBasicIEnumerator Method,1,,,Returns an enumerator that iterates through a collection.
DocumentClosed Event,1,,,Subscribe to the DocumentClosing event to be notified when Revit is just about to close a document.
Bottom enumeration member,1,,,
HasOpenGeometry Property,1,,,Tell if the form has an open geometry.
BENT_FABRIC_PARAM_LONGITUDINAL_CUT_LENGTH enumeration member,1,,,
OST_StairsSketchLandingCenterLines enumeration member,1,,,
STAIRS_LANDINGTYPE_LANDING_MATERIAL enumeration member,1,,,
IsTransmitted Property,1,,,Determines whether this file has been transmitted or not.
TilePatternTile_InvalidFamily Property,1,,,Family not appropriate for Divided Surface component.
WinderThirdLegTooShortOrRunWidthTooGreatFailure Property,1,,,The third leg of winder run is too short or the runwidth is too great.
SolidArrayIterator Class,1,,,An iterator to a solids array.
CameraInfo Methods,1,,,Determines whether the specified Object is equal to the current Object.
